id_item_dieta,dieta,alimento,preco_medio,peso,alimento_normalizado,quantidade_g,fator_100g,tipo_conversao_quantidade,observacao_quantidade,taco_numero_alimento,taco_descricao,taco_categoria,fonte_nutricional,status_match,observacao,umidade_g_100g,energia_kcal_100g,energia_kj_100g,proteina_g_100g,lipideos_g_100g,colesterol_mg_100g,carboidrato_g_100g,fibra_alimentar_g_100g,cinzas_g_100g,calcio_mg_100g,magnesio_mg_100g,manganes_mg_100g,fosforo_mg_100g,ferro_mg_100g,sodio_mg_100g,potassio_mg_100g,cobre_mg_100g,zinco_mg_100g,retinol_mcg_100g,re_mcg_100g,rae_mcg_100g,tiamina_mg_100g,riboflavina_mg_100g,piridoxina_mg_100g,niacina_mg_100g,vitamina_c_mg_100g,umidade_g_total,energia_kcal_total,energia_kj_total,proteina_g_total,lipideos_g_total,colesterol_mg_total,carboidrato_g_total,fibra_alimentar_g_total,cinzas_g_total,calcio_mg_total,magnesio_mg_total,manganes_mg_total,fosforo_mg_total,ferro_mg_total,sodio_mg_total,potassio_mg_total,cobre_mg_total,zinco_mg_total,retinol_mcg_total,re_mcg_total,rae_mcg_total,tiamina_mg_total,riboflavina_mg_total,piridoxina_mg_total,niacina_mg_total,vitamina_c_mg_total
41,vegana,tomate,8.0,1 kg,tomate,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,157.0,"Tomate, com semente, cru","Verduras, hortaliças e derivados",TACO,taco_exato,Usando tomate com semente cru.,95.1,15.0,64.0,1.1,0.2,,3.1,1.2,0.5,7.0,11.0,0.07,20.0,0.2,1.0,222.0,0.04,0.1,,54.0,27.0,0.12,0.0,0.02,0.0,21.2,951.0,150.0,640.0,11.0,2.0,0.0,31.0,12.0,5.0,70.0,110.0,0.7000000000000001,200.0,2.0,10.0,2220.0,0.4,1.0,0.0,540.0,270.0,1.2,0.0,0.2,0.0,212.0
42,vegana,pepino,4.0,1 unidade,pepino,200.0,2.0,unidade_estimada,Estimativa para 1 pepino medio.,142.0,"Pepino, cru","Verduras, hortaliças e derivados",TACO,taco_exato,,96.8,10.0,40.0,0.9,0.0,,2.0,1.1,0.3,10.0,9.0,0.08,12.0,0.1,0.0,154.0,0.04,0.1,,4.0,2.0,0.0,0.03,0.0,0.0,5.0,193.6,20.0,80.0,1.8,0.0,0.0,4.0,2.2,0.6,20.0,18.0,0.16,24.0,0.2,0.0,308.0,0.08,0.2,0.0,8.0,4.0,0.0,0.06,0.0,0.0,10.0
43,vegana,gengibre,15.0,1 kg,gengibre,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,,,,,sem_match_taco,Nao encontrei gengibre na TACO.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,vegana,hortelã,3.0,1 maço,hortela,50.0,0.5,maco_estimado,Estimativa para 1 maco de hortela.,,,,,sem_match_taco,Nao encontrei hortela na TACO.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,vegana,gergelim,8.0,100 g,gergelim,100.0,1.0,direto_g,Peso informado diretamente em gramas.,593.0,"Gergelim, semente",Nozes e sementes,TACO,taco_exato,,3.9,584.0,2442.0,21.2,50.4,,21.6,11.9,2.9,825.0,361.0,2.67,741.0,5.4,3.0,546.0,1.51,5.2,,,,0.94,0.0,0.13,5.92,0.0,3.9,584.0,2442.0,21.2,50.4,0.0,21.6,11.9,2.9,825.0,361.0,2.67,741.0,5.4,3.0,546.0,1.51,5.2,0.0,0.0,0.0,0.94,0.0,0.13,5.92,0.0
46,vegana,azeite extra virgem,30.0,500 ml,azeite extra virgem,460.0,4.6,volume_ml_estimado,Volume de oleo/azeite convertido usando densidade aproximada 0.92 g/ml.,260.0,"Azeite, de oliva, extra virgem",Gorduras e óleos,TACO,taco_exato,,,884.0,3699.0,,100.0,,,,,,,,,,,,,,,,,,,,,,0.0,4066.3999999999996,17015.399999999998,0.0,459.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,vegana,limão,1.0,1 unidade,limao,70.0,0.7,unidade_estimada,Estimativa para 1 limao medio.,220.0,"Limão, tahiti, cru",Frutas e derivados,TACO,taco_aproximado,Usando limao tahiti cru.,87.4,32.0,133.0,0.9,0.1,,11.1,1.2,0.4,51.0,10.0,0.07,24.0,0.2,1.0,128.0,0.06,0.2,,,,0.3,0.04,0.0,0.0,38.2,61.18,22.4,93.1,0.63,0.06999999999999999,0.0,7.77,0.84,0.27999999999999997,35.699999999999996,7.0,0.049,16.799999999999997,0.13999999999999999,0.7,89.6,0.041999999999999996,0.13999999999999999,0.0,0.0,0.0,0.21,0.027999999999999997,0.0,0.0,26.740000000000002
48,vegana,suplemento de vitamina B12,30.0,60 cápsulas,suplemento de vitamina b12,,,rotulo_necessario,Usar dose do rotulo; massa em gramas nao representa o nutriente.,,,,,rotulo_necessario,Suplemento nao deve vir da TACO; usar dosagem do produto.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,mcdonalds,mcmuffin bacon ovo e queijo,14.9,1 unidade,mcmuffin bacon ovo e queijo,140.0,1.4,rotulo_estimado,Estimativa de massa do sanduiche; ideal substituir por rotulo nutricional.,,,,,rotulo_necessario,Item de restaurante; usar tabela nutricional da marca.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,mcdonalds,café expresso,6.0,1 unidade,cafe expresso,50.0,0.5,volume_estimado,Estimativa de 1 cafe expresso como 50 ml aproximadamente 50 g.,471.0,"Café, infusão 10%",Bebidas (alcoólicas e não alcoólicas),TACO,taco_aproximado,Usando cafe infusao 10%.,97.4,9.0,38.0,0.7,0.1,,1.5,,0.4,3.0,10.0,0.04,9.0,0.0,1.0,156.0,0.01,0.0,,,,,,,,,48.7,4.5,19.0,0.35,0.05,0.0,0.75,0.0,0.2,1.5,5.0,0.02,4.5,0.0,0.5,78.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,mcdonalds,big mac,26.9,1 unidade,big mac,219.0,2.19,rotulo_estimado,Estimativa de massa do sanduiche; ideal substituir por rotulo nutricional.,,,,,rotulo_necessario,Item de restaurante; usar tabela nutricional da marca.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,mcdonalds,batata frita média,13.0,1 porção,batata frita media,100.0,1.0,porcao_estimada,Estimativa de porcao media de batata frita.,93.0,"Batata, inglesa, frita","Verduras, hortaliças e derivados",TACO,taco_aproximado,"A TACO tem batata inglesa frita, nao porcao media da marca.",44.1,267.0,1118.0,5.0,13.1,,35.6,8.1,2.2,6.0,14.0,0.15,70.0,0.4,2.0,489.0,0.1,0.4,,,,0.17,0.0,0.1,2.51,16.3,44.1,267.0,1118.0,5.0,13.1,0.0,35.6,8.1,2.2,6.0,14.0,0.15,70.0,0.4,2.0,489.0,0.1,0.4,0.0,0.0,0.0,0.17,0.0,0.1,2.51,16.3
53,mcdonalds,coca-cola média,10.0,500 ml,coca cola media,500.0,5.0,volume_ml_estimado,Volume convertido usando densidade 1 ml = 1 g.,480.0,"Refrigerante, tipo cola",Bebidas (alcoólicas e não alcoólicas),TACO,taco_aproximado,Usando refrigerante tipo cola.,91.3,34.0,140.0,0.0,0.0,,8.7,,0.1,1.0,0.0,0.0,17.0,0.0,7.0,1.0,0.0,0.0,,,,,,,,,456.5,170.0,700.0,0.0,0.0,0.0,43.5,0.0,0.5,5.0,0.0,0.0,85.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,mcdonalds,mcflurry ovomaltine,17.0,1 unidade,mcflurry ovomaltine,190.0,1.9,rotulo_estimado,Estimativa de massa da sobremesa; ideal substituir por rotulo nutricional.,,,,,rotulo_necessario,Item de restaurante; usar tabela nutricional da marca.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,mcdonalds,mcchicken,25.0,1 unidade,mcchicken,160.0,1.6,rotulo_estimado,Estimativa de massa do sanduiche; ideal substituir por rotulo nutricional.,,,,,rotulo_necessario,Item de restaurante; usar tabela nutricional da marca.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,mcdonalds,batata frita pequena,9.0,1 porção,batata frita pequena,70.0,0.7,porcao_estimada,Estimativa de porcao pequena de batata frita.,93.0,"Batata, inglesa, frita","Verduras, hortaliças e derivados",TACO,taco_aproximado,"A TACO tem batata inglesa frita, nao porcao pequena da marca.",44.1,267.0,1118.0,5.0,13.1,,35.6,8.1,2.2,6.0,14.0,0.15,70.0,0.4,2.0,489.0,0.1,0.4,,,,0.17,0.0,0.1,2.51,16.3,30.869999999999997,186.89999999999998,782.5999999999999,3.5,9.17,0.0,24.919999999999998,5.669999999999999,1.54,4.199999999999999,9.799999999999999,0.105,49.0,0.27999999999999997,1.4,342.29999999999995,0.06999999999999999,0.27999999999999997,0.0,0.0,0.0,0.119,0.0,0.06999999999999999,1.7569999999999997,11.41
57,controle,pão francês,0.9,50 g,pao frances,50.0,0.5,direto_g,Peso informado diretamente em gramas.,53.0,"Pão, trigo, francês",Cereais e derivados,TACO,taco_exato,,28.5,300.0,1254.0,8.0,3.1,,58.6,2.3,1.8,16.0,25.0,0.46,95.0,1.0,648.0,142.0,0.13,0.8,3.0,,,0.39,0.67,0.6,2.34,,14.25,150.0,627.0,4.0,1.55,0.0,29.3,1.15,0.9,8.0,12.5,0.23,47.5,0.5,324.0,71.0,0.065,0.4,1.5,0.0,0.0,0.195,0.335,0.3,1.17,0.0
58,controle,manteiga,14.0,200 g,manteiga,200.0,2.0,direto_g,Peso informado diretamente em gramas.,261.0,"Manteiga, com sal",Gorduras e óleos,TACO,taco_aproximado,Sem detalhe no diet.csv; usando manteiga com sal.,15.8,726.0,3037.0,0.4,82.4,201.0,0.1,,1.4,9.0,1.0,0.0,28.0,0.2,579.0,15.0,0.0,0.0,924.0,,,0.0,0.0,0.0,0.0,0.0,31.6,1452.0,6074.0,0.8,164.8,402.0,0.2,0.0,2.8,18.0,2.0,0.0,56.0,0.4,1158.0,30.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,controle,queijo minas,45.0,1 kg,queijo minas,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,461.0,"Queijo, minas, frescal",Leite e derivados,TACO,taco_aproximado,Usando queijo minas frescal.,56.1,264.0,1106.0,17.4,20.2,62.0,3.2,,3.0,579.0,7.0,0.02,123.0,0.9,31.0,105.0,0.0,0.3,161.0,,,0.0,0.25,0.0,0.0,0.0,561.0,2640.0,11060.0,174.0,202.0,620.0,32.0,0.0,30.0,5790.0,70.0,0.2,1230.0,9.0,310.0,1050.0,0.0,3.0,1610.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
60,controle,presunto,35.0,1 kg,presunto,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,439.0,"Presunto, sem capa de gordura",Carnes e derivados,TACO,taco_aproximado,Usando presunto sem capa de gordura.,77.2,94.0,392.0,14.3,2.7,36.0,2.1,,3.7,23.0,18.0,0.04,244.0,0.8,1039.0,307.0,0.04,1.5,0.0,,,0.5,0.03,0.0,4.0,,772.0,940.0,3920.0,143.0,27.0,360.0,21.0,0.0,37.0,230.0,180.0,0.4,2440.0,8.0,10390.0,3070.0,0.4,15.0,0.0,0.0,0.0,5.0,0.3,0.0,40.0,0.0
61,controle,café em pó,25.0,500 g,cafe em po,500.0,5.0,direto_g,Peso informado diretamente em gramas.,511.0,"Café, pó, torrado",Miscelâneas,TACO,taco_exato,,2.9,419.0,1752.0,14.7,11.9,,65.8,51.2,4.7,107.0,165.0,2.58,169.0,8.1,1.0,1609.0,1.3,0.5,,,,0.0,0.0,0.0,11.89,0.0,14.5,2095.0,8760.0,73.5,59.5,0.0,329.0,256.0,23.5,535.0,825.0,12.9,845.0,40.5,5.0,8045.0,6.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,59.45,0.0
62,controle,leite integral,5.5,1 L,leite integral,1000.0,10.0,volume_l_estimado,Volume convertido usando densidade 1 ml = 1 g.,458.0,"Leite, de vaca, integral",Leite e derivados,TACO,taco_exato,Usando leite de vaca integral.,,,,,,10.0,,,0.8,123.0,10.0,0.0,82.0,0.0,64.0,133.0,0.02,0.4,21.0,,,0.04,0.24,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.0,1230.0,100.0,0.0,820.0,0.0,640.0,1330.0,0.2,4.0,210.0,0.0,0.0,0.4,2.4,0.0,15.2,0.0
63,controle,banana,5.0,1 kg,banana,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,182.0,"Banana, prata, crua",Frutas e derivados,TACO,taco_aproximado,Usando banana prata crua.,71.9,98.0,411.0,1.3,0.1,,26.0,2.0,0.8,8.0,26.0,0.42,22.0,0.4,0.0,358.0,0.05,0.1,,32.0,16.0,0.0,0.02,0.1,0.0,21.6,719.0,980.0,4110.0,13.0,1.0,0.0,260.0,20.0,8.0,80.0,260.0,4.2,220.0,4.0,0.0,3580.0,0.5,1.0,0.0,320.0,160.0,0.0,0.2,1.0,0.0,216.0
64,controle,mamão,6.0,1 kg,mamao,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,226.0,"Mamão, Papaia, cru",Frutas e derivados,TACO,taco_aproximado,Usando mamao papaia cru.,88.6,40.0,168.0,0.5,0.1,,10.4,1.0,0.4,22.0,22.0,0.01,11.0,0.2,2.0,126.0,0.02,0.1,,118.0,59.0,0.03,0.04,0.0,1.03,82.2,886.0,400.0,1680.0,5.0,1.0,0.0,104.0,10.0,4.0,220.0,220.0,0.1,110.0,2.0,20.0,1260.0,0.2,1.0,0.0,1180.0,590.0,0.3,0.4,0.0,10.3,822.0
65,controle,arroz,6.5,1 kg,arroz,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,4.0,"Arroz, tipo 1, cru",Cereais e derivados,TACO,taco_aproximado,Usando arroz tipo 1 cru.,13.2,358.0,1497.0,7.2,0.3,,78.8,1.6,0.5,4.0,30.0,1.03,104.0,0.7,1.0,62.0,0.11,1.2,,,,0.16,0.0,0.07,1.12,,132.0,3580.0,14970.0,72.0,3.0,0.0,788.0,16.0,5.0,40.0,300.0,10.3,1040.0,7.0,10.0,620.0,1.1,12.0,0.0,0.0,0.0,1.6,0.0,0.7000000000000001,11.200000000000001,0.0
66,controle,feijão,9.8,1 kg,feijao,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,562.0,"Feijão, carioca, cru",Leguminosas e derivados,TACO,taco_aproximado,Usando feijao carioca cru para feijao generico.,14.0,329.0,1377.0,20.0,1.3,,61.2,18.4,3.5,123.0,210.0,1.02,385.0,8.0,0.0,1352.0,0.79,2.9,,,,0.17,0.0,0.65,4.02,,140.0,3290.0,13770.0,200.0,13.0,0.0,612.0,184.0,35.0,1230.0,2100.0,10.2,3850.0,80.0,0.0,13520.0,7.9,29.0,0.0,0.0,0.0,1.7000000000000002,0.0,6.5,40.199999999999996,0.0
67,controle,carne bovina,39.9,1 kg,carne bovina,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,376.0,"Carne, bovina, patinho, sem gordura, cru",Carnes e derivados,TACO,taco_aproximado,Usando patinho sem gordura cru para carne bovina generica.,72.9,133.0,558.0,21.7,4.5,56.0,0.0,,1.0,3.0,20.0,0.01,170.0,1.8,49.0,318.0,0.05,4.5,2.0,2.0,2.0,0.11,0.08,0.0,3.61,,729.0,1330.0,5580.0,217.0,45.0,560.0,0.0,0.0,10.0,30.0,200.0,0.1,1700.0,18.0,490.0,3180.0,0.5,45.0,20.0,20.0,20.0,1.1,0.8,0.0,36.1,0.0
68,controle,frango,16.9,1 kg,frango,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,405.0,"Frango, inteiro, sem pele, cru",Carnes e derivados,TACO,taco_aproximado,Usando frango inteiro sem pele cru.,74.9,129.0,540.0,20.6,4.6,78.0,0.0,,0.9,7.0,27.0,0.01,190.0,0.5,73.0,238.0,0.03,1.2,4.0,4.0,4.0,0.12,0.03,0.0,3.28,,749.0,1290.0,5400.0,206.0,46.0,780.0,0.0,0.0,9.0,70.0,270.0,0.1,1900.0,5.0,730.0,2380.0,0.3,12.0,40.0,40.0,40.0,1.2,0.3,0.0,32.8,0.0
69,controle,ovo,0.85,1 unidade,ovo,50.0,0.5,unidade_estimada,1 ovo medio sem casca.,488.0,"Ovo, de galinha, inteiro, cozido/10minutos",Ovos e derivados,TACO,taco_aproximado,Ovo inteiro cozido; revisar se a dieta usar ovo cru ou frito.,75.8,146.0,610.0,13.3,9.5,397.0,0.6,,0.8,49.0,11.0,0.02,184.0,1.5,146.0,139.0,0.04,1.2,32.0,,,0.08,0.3,0.0,0.0,,37.9,73.0,305.0,6.65,4.75,198.5,0.3,0.0,0.4,24.5,5.5,0.01,92.0,0.75,73.0,69.5,0.02,0.6,16.0,0.0,0.0,0.04,0.15,0.0,0.0,0.0
70,controle,batata,5.2,1 kg,batata,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,92.0,"Batata, inglesa, crua","Verduras, hortaliças e derivados",TACO,taco_aproximado,Usando batata inglesa crua.,82.9,64.0,269.0,1.8,0.0,,14.7,1.2,0.6,4.0,15.0,0.1,39.0,0.4,0.0,302.0,0.09,0.2,,,,0.1,0.0,0.15,0.0,31.1,829.0,640.0,2690.0,18.0,0.0,0.0,147.0,12.0,6.0,40.0,150.0,1.0,390.0,4.0,0.0,3020.0,0.8999999999999999,2.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,311.0
71,controle,farofa pronta,8.0,500 g,farofa pronta,500.0,5.0,direto_g,Peso informado diretamente em gramas.,131.0,"Mandioca, farofa, temperada","Verduras, hortaliças e derivados",TACO,taco_aproximado,"Usando mandioca, farofa temperada.",6.4,406.0,1697.0,2.1,9.1,,80.3,7.8,2.1,66.0,34.0,0.29,45.0,1.4,575.0,201.0,0.0,0.2,,,,0.1,0.0,0.15,0.0,0.0,32.0,2030.0,8485.0,10.5,45.5,0.0,401.5,39.0,10.5,330.0,170.0,1.45,225.0,7.0,2875.0,1005.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0
72,controle,alface,3.5,1 unidade,alface,300.0,3.0,unidade_estimada,Estimativa para 1 pe/unidade de alface.,78.0,"Alface, crespa, crua","Verduras, hortaliças e derivados",TACO,taco_aproximado,Usando alface crespa crua.,96.1,11.0,45.0,1.3,0.2,,1.7,1.8,0.7,38.0,11.0,0.2,26.0,0.4,3.0,267.0,0.03,0.3,,234.0,117.0,0.11,0.12,0.0,1.09,15.6,288.29999999999995,33.0,135.0,3.9000000000000004,0.6000000000000001,0.0,5.1,5.4,2.0999999999999996,114.0,33.0,0.6000000000000001,78.0,1.2000000000000002,9.0,801.0,0.09,0.8999999999999999,0.0,702.0,351.0,0.33,0.36,0.0,3.2700000000000005,46.8
73,controle,tomate,8.0,1 kg,tomate,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,157.0,"Tomate, com semente, cru","Verduras, hortaliças e derivados",TACO,taco_exato,Usando tomate com semente cru.,95.1,15.0,64.0,1.1,0.2,,3.1,1.2,0.5,7.0,11.0,0.07,20.0,0.2,1.0,222.0,0.04,0.1,,54.0,27.0,0.12,0.0,0.02,0.0,21.2,951.0,150.0,640.0,11.0,2.0,0.0,31.0,12.0,5.0,70.0,110.0,0.7000000000000001,200.0,2.0,10.0,2220.0,0.4,1.0,0.0,540.0,270.0,1.2,0.0,0.2,0.0,212.0
74,controle,cenoura,5.0,1 kg,cenoura,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,110.0,"Cenoura, crua","Verduras, hortaliças e derivados",TACO,taco_exato,Usando cenoura crua.,90.1,34.0,143.0,1.3,0.2,,7.7,3.2,0.9,23.0,11.0,0.05,28.0,0.2,3.0,315.0,0.05,0.2,,1326.0,663.0,0.0,0.0,0.05,0.0,5.1,901.0,340.0,1430.0,13.0,2.0,0.0,77.0,32.0,9.0,230.0,110.0,0.5,280.0,2.0,30.0,3150.0,0.5,2.0,0.0,13260.0,6630.0,0.0,0.0,0.5,0.0,51.0
75,controle,óleo de soja,8.0,900 ml,oleo de soja,828.0,8.28,volume_ml_estimado,Volume de oleo/azeite convertido usando densidade aproximada 0.92 g/ml.,272.0,"Óleo, de soja",Gorduras e óleos,TACO,taco_exato,,,884.0,3699.0,,100.0,,,,,,,,,,,,,,,,,,,,,,0.0,7319.5199999999995,30627.719999999998,0.0,827.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,controle,alho,3.0,1 cabeça,alho,50.0,0.5,unidade_estimada,Estimativa para 1 cabeca de alho.,82.0,"Alho, cru","Verduras, hortaliças e derivados",TACO,taco_exato,,67.5,113.0,473.0,7.0,0.2,,23.9,4.3,1.3,14.0,21.0,0.24,149.0,0.8,5.0,535.0,0.15,0.8,,,,0.18,0.0,0.44,0.0,,33.75,56.5,236.5,3.5,0.1,0.0,11.95,2.15,0.65,7.0,10.5,0.12,74.5,0.4,2.5,267.5,0.075,0.4,0.0,0.0,0.0,0.09,0.0,0.22,0.0,0.0
77,controle,cebola,5.0,1 kg,cebola,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,107.0,"Cebola, crua","Verduras, hortaliças e derivados",TACO,taco_exato,,88.9,39.0,165.0,1.7,0.1,,8.9,2.2,0.4,14.0,12.0,0.13,38.0,0.2,1.0,176.0,0.05,0.2,,,,0.04,0.0,0.14,0.0,4.7,889.0,390.0,1650.0,17.0,1.0,0.0,89.0,22.0,4.0,140.0,120.0,1.3,380.0,2.0,10.0,1760.0,0.5,2.0,0.0,0.0,0.0,0.4,0.0,1.4000000000000001,0.0,47.0
78,controle,bolacha cream cracker,5.5,400 g,bolacha cream cracker,400.0,4.0,direto_g,Peso informado diretamente em gramas.,13.0,"Biscoito, salgado, cream cracker",Cereais e derivados,TACO,taco_exato,A TACO chama de biscoito salgado cream cracker.,4.1,432.0,1806.0,10.1,14.4,,68.7,2.5,2.7,20.0,40.0,0.69,148.0,2.2,854.0,181.0,0.18,1.1,,,,0.71,0.13,0.17,7.14,,16.4,1728.0,7224.0,40.4,57.6,0.0,274.8,10.0,10.8,80.0,160.0,2.76,592.0,8.8,3416.0,724.0,0.72,4.4,0.0,0.0,0.0,2.84,0.52,0.68,28.56,0.0
79,controle,suco de laranja,8.0,1 L,suco de laranja,1000.0,10.0,volume_l_estimado,Volume convertido usando densidade 1 ml = 1 g.,215.0,"Laranja, pêra, suco",Frutas e derivados,TACO,taco_aproximado,Usando suco de laranja pera.,91.3,33.0,137.0,0.7,0.1,,7.6,0.0,0.3,7.0,8.0,0.03,14.0,0.0,0.0,149.0,0.01,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,73.3,913.0,330.0,1370.0,7.0,1.0,0.0,76.0,0.0,3.0,70.0,80.0,0.3,140.0,0.0,0.0,1490.0,0.1,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,733.0
80,controle,maçã,9.0,1 kg,maca,1000.0,10.0,direto_kg,Peso convertido de kg para gramas.,222.0,"Maçã, Fuji, com casca, crua",Frutas e derivados,TACO,taco_aproximado,Usando maca Fuji com casca crua.,84.3,56.0,232.0,0.3,0.0,,15.2,1.3,0.2,2.0,2.0,0.03,9.0,0.1,0.0,75.0,0.06,0.0,,4.0,2.0,0.0,0.0,0.03,0.0,2.4,843.0,560.0,2320.0,3.0,0.0,0.0,152.0,13.0,2.0,20.0,20.0,0.3,90.0,1.0,0.0,750.0,0.6,0.0,0.0,40.0,20.0,0.0,0.0,0.3,0.0,24.0
81,controle,macarrão,4.5,500 g,macarrao,500.0,5.0,direto_g,Peso informado diretamente em gramas.,40.0,"Macarrão, trigo, cru",Cereais e derivados,TACO,taco_aproximado,Usando macarrao de trigo cru.,10.2,371.0,1553.0,10.0,1.3,,77.9,2.9,0.5,17.0,28.0,0.53,100.0,0.9,7.0,147.0,0.15,0.8,,,,0.18,0.02,0.0,3.57,0.0,51.0,1855.0,7765.0,50.0,6.5,0.0,389.5,14.5,2.5,85.0,140.0,2.6500000000000004,500.0,4.5,35.0,735.0,0.75,4.0,0.0,0.0,0.0,0.8999999999999999,0.1,0.0,17.849999999999998,0.0
82,controle,molho de tomate,4.0,340 g,molho de tomate,340.0,3.4,direto_g,Peso informado diretamente em gramas.,159.0,"Tomate, molho industrializado","Verduras, hortaliças e derivados",TACO,taco_exato,"Usando tomate, molho industrializado.",88.1,38.0,161.0,1.4,0.9,,7.7,3.1,1.9,12.0,17.0,0.08,27.0,1.6,418.0,388.0,0.08,0.1,,76.0,38.0,0.0,0.0,0.06,0.0,2.7,299.53999999999996,129.2,547.4,4.76,3.06,0.0,26.18,10.54,6.46,40.8,57.8,0.272,91.8,5.44,1421.2,1319.2,0.272,0.34,0.0,258.4,129.2,0.0,0.0,0.204,0.0,9.18
83,controle,pão francês,0.9,50 g,pao frances,50.0,0.5,direto_g,Peso informado diretamente em gramas.,53.0,"Pão, trigo, francês",Cereais e derivados,TACO,taco_exato,,28.5,300.0,1254.0,8.0,3.1,,58.6,2.3,1.8,16.0,25.0,0.46,95.0,1.0,648.0,142.0,0.13,0.8,3.0,,,0.39,0.67,0.6,2.34,,14.25,150.0,627.0,4.0,1.55,0.0,29.3,1.15,0.9,8.0,12.5,0.23,47.5,0.5,324.0,71.0,0.065,0.4,1.5,0.0,0.0,0.195,0.335,0.3,1.17,0.0
